"ID","Predict_Income"
1054,2344.21070552069
1055,2344.21070552069
1056,2344.21070552069
1057,6118.77071463062
1058,14019.2911889074
1059,7049.59876222247
1060,2344.21070552069
1061,6457.24396393597
1062,6263.83067861863
1063,6553.95060659464
1064,1776.89805632021
1065,6408.89064260663
1066,2295.85738419135
1067,3021.15720413139
1068,18747.9904178525
1069,5648.16470808882
1070,1825.25137764955
1071,1873.60469897889
1072,6457.24396393597
1073,1728.54473499088
1074,6312.18399994796
1075,5696.51802941815
1076,14309.4111168834
1077,18409.5171685471
1078,6312.18399994796
1079,6312.18399994796
1080,6747.36389191198
1081,2440.91734817936
1082,2247.50406286202
1083,1680.19141366154
1084,6131.69792138217
1085,10086.7440090579
1086,10148.0245371388
1087,5696.51802941815
1088,2344.21070552069
1089,2344.21070552069
1090,5696.51802941815
1091,5744.87135074749
1092,6131.69792138217
1093,10086.7440090579
1094,5744.87135074749
1095,6118.77071463062
1096,6215.47735728929
1097,2876.09724014338
1098,2646.44557583118
1099,2440.91734817936
1100,6312.18399994796
1101,18167.7505619004
1102,5793.22467207682
1103,6034.9912787235
1104,10873.3243570788
1105,2440.91734817936
1106,2440.91734817936
1107,2489.2706695087
1108,6614.41887025845
1109,5744.87135074749
1110,5696.51802941815
1111,6553.95060659464
1112,9857.90460916276
1113,10328.5106157046
1114,6276.75788537018
1115,10812.0438289979
1116,2440.91734817936
1117,6699.01057058265
1118,6312.18399994796
1119,10763.6905076686
1120,2018.66466296689
1121,10148.0245371388
1122,14683.3104807665
1123,6312.18399994796
1124,14441.5438741198
1125,2150.79742020335
1126,1680.19141366154
1127,2344.21070552069
1128,6263.83067861863
1129,14019.2911889074
1130,2247.50406286202
1131,10038.3906877286
1132,14393.1905527905
1133,6312.18399994796
1134,2247.50406286202
1135,2537.62399083803
1136,2344.21070552069
1137,2876.09724014338
1138,5889.93131473549
1139,10002.9645731508
1140,14054.7173034852
1141,6312.18399994796
1142,5889.93131473549
1143,10908.7504716566
1144,5599.81138675948
1145,6807.83215557579
1146,5793.22467207682
1147,6118.77071463062
1148,2247.50406286202
1149,2199.15074153268
1150,6360.5373212773
1151,2247.50406286202
1152,5793.22467207682
1153,6795.71721324132
1154,2102.44409887401
1155,6602.30392792397
1156,14393.1905527905
1157,1873.60469897889
1158,6553.95060659464
1159,2247.50406286202
1160,6167.12403595996
1161,2344.21070552069
1162,10086.7440090579
1163,2585.97731216737
1164,10183.4506517166
1165,2440.91734817936
1166,2150.79742020335
1167,10280.1572943752
1168,5696.51802941815
1169,2344.21070552069
1170,2440.91734817936
